架构,优化级别,矩阵大小,算法,执行时间(秒)
arm64,O3_native,1000,算法1_展开,0.013908
arm64,O3_native,1000,算法2,0.004797
arm64,O3_native,1000,算法2_展开,0.004805
arm64,O3_native,1100,算法1,0.018172
arm64,O3_native,1100,算法1_展开,0.025469
arm64,O3_native,1100,算法2,0.006095
arm64,O3_native,1100,算法2_展开,0.005764
arm64,O3_native,1200,算法1,0.020808
arm64,O3_native,1200,算法1_展开,0.024450
arm64,O3_native,1200,算法2,0.007039
arm64,O3_native,1200,算法2_展开,0.007186
arm64,O3_native,1300,算法1,0.025846
arm64,O3_native,1300,算法1_展开,0.034581
arm64,O3_native,1300,算法2,0.008412
arm64,O3_native,1300,算法2_展开,0.008163
arm64,O3_native,1400,算法1,0.029829
arm64,O3_native,1400,算法1_展开,0.037625
arm64,O3_native,1400,算法2,0.009774
arm64,O3_native,1400,算法2_展开,0.009332
arm64,O3_native,1500,算法1,0.037180
arm64,O3_native,1500,算法1_展开,0.048467
arm64,O3_native,1500,算法2,0.011252
arm64,O3_native,1500,算法2_展开,0.010595
arm64,O3_native,1600,算法1,0.041957
arm64,O3_native,1600,算法1_展开,0.052124
arm64,O3_native,1600,算法2,0.013084
arm64,O3_native,1600,算法2_展开,0.012451
arm64,O3_native,1700,算法1,0.049918
arm64,O3_native,1700,算法1_展开,0.057193
arm64,O3_native,1700,算法2,0.014136
arm64,O3_native,1700,算法2_展开,0.013656
arm64,O3_native,1800,算法1,0.055276
arm64,O3_native,1800,算法1_展开,0.066602
arm64,O3_native,1800,算法2,0.016126
arm64,O3_native,1800,算法2_展开,0.015208
arm64,O3_native,1900,算法1,0.062999
arm64,O3_native,1900,算法1_展开,0.071070
arm64,O3_native,1900,算法2,0.017714
arm64,O3_native,1900,算法2_展开,0.017272
arm64,O3_native,2000,算法1,0.070078
arm64,O3_native,2000,算法1_展开,0.083265
arm64,O3_native,2000,算法2,0.019719
arm64,O3_native,2000,算法2_展开,0.019410
arm64,O3_native,2100,算法1,0.079661
arm64,O3_native,2100,算法1_展开,0.331113
arm64,O3_native,2100,算法2,0.021510
arm64,O3_native,2100,算法2_展开,0.020881
arm64,O3_native,2200,算法1,0.086919
arm64,O3_native,2200,算法1_展开,0.096079
arm64,O3_native,2200,算法2,0.024857
arm64,O3_native,2200,算法2_展开,0.023296
arm64,O3_native,2300,算法1,0.092045
arm64,O3_native,2300,算法1_展开,0.103340
arm64,O3_native,2300,算法2,0.025633
arm64,O3_native,2300,算法2_展开,0.025330
arm64,O3_native,2400,算法1,0.105027
arm64,O3_native,2400,算法1_展开,0.112059
arm64,O3_native,2400,算法2,0.028497
arm64,O3_native,2400,算法2_展开,0.027384
arm64,O3_native,2500,算法1,0.113171
arm64,O3_native,2500,算法1_展开,0.120843
arm64,O3_native,2500,算法2,0.030317
arm64,O3_native,2500,算法2_展开,0.029114
arm64,O3_native,2600,算法1,0.122171
arm64,O3_native,2600,算法1_展开,0.132384
arm64,O3_native,2600,算法2,0.032898
arm64,O3_native,2600,算法2_展开,0.031827
arm64,O3_native,2700,算法1,0.130829
arm64,O3_native,2700,算法1_展开,0.105381
arm64,O3_native,2700,算法2,0.037273
arm64,O3_native,2700,算法2_展开,0.034703
arm64,O3_native,2800,算法1,0.139219
arm64,O3_native,2800,算法1_展开,0.139854
arm64,O3_native,2800,算法2,0.037914
arm64,O3_native,2800,算法2_展开,0.036970
arm64,O3_native,2900,算法1,0.144354
arm64,O3_native,2900,算法1_展开,0.161650
arm64,O3_native,2900,算法2,0.040811
arm64,O3_native,2900,算法2_展开,0.039884
arm64,O3_native,3000,算法1,0.159420
arm64,O3_native,3000,算法1_展开,0.421474
arm64,O3_native,3000,算法2,0.043448
arm64,O3_native,3000,算法2_展开,0.042304
arm64,O3_native,3100,算法1,0.165019
arm64,O3_native,3100,算法1_展开,0.178466
arm64,O3_native,3100,算法2,0.046662
arm64,O3_native,3100,算法2_展开,0.045027
arm64,O3_native,3200,算法1,0.177610
arm64,O3_native,3200,算法1_展开,0.182168
arm64,O3_native,3200,算法2,0.050097
arm64,O3_native,3200,算法2_展开,0.048603
arm64,O3_native,3300,算法1,0.188902
arm64,O3_native,3300,算法1_展开,0.189759
arm64,O3_native,3300,算法2,0.053275
arm64,O3_native,3300,算法2_展开,0.051098
arm64,O3_native,3400,算法1,0.201663
arm64,O3_native,3400,算法1_展开,0.196028
arm64,O3_native,3400,算法2,0.056754
arm64,O3_native,3400,算法2_展开,0.055263
arm64,O3_native,3500,算法1,0.206621
arm64,O3_native,3500,算法1_展开,0.204322
arm64,O3_native,3500,算法2,0.060149
arm64,O3_native,3500,算法2_展开,0.058090
arm64,O3_native,3600,算法1,0.237684
arm64,O3_native,3600,算法1_展开,0.453915
arm64,O3_native,3600,算法2,0.063357
arm64,O3_native,3600,算法2_展开,0.060005
arm64,O3_native,3700,算法1,0.197672
arm64,O3_native,3700,算法1_展开,0.180678
arm64,O3_native,3700,算法2,0.065948
arm64,O3_native,3700,算法2_展开,0.064180
arm64,O3_native,3800,算法1,0.209214
arm64,O3_native,3800,算法1_展开,0.187034
arm64,O3_native,3800,算法2,0.069748
arm64,O3_native,3800,算法2_展开,0.066647
arm64,O3_native,3900,算法1,0.227607
arm64,O3_native,3900,算法1_展开,0.209775
arm64,O3_native,3900,算法2,0.073154
arm64,O3_native,3900,算法2_展开,0.073981
arm64,O3_native,4000,算法1,0.247386
arm64,O3_native,4000,算法1_展开,0.219510
arm64,O3_native,4000,算法2,0.076799
arm64,O3_native,4000,算法2_展开,0.076272
