架构,优化级别,矩阵大小,算法,执行时间(秒)
x86_64,O3_native,300,算法2_展开,
x86_64,O3_native,400,算法1,
x86_64,O3_native,400,算法1_展开,
x86_64,O3_native,400,算法2,
x86_64,O3_native,400,算法2_展开,
x86_64,O3_native,500,算法1,
x86_64,O3_native,500,算法1_展开,
x86_64,O3_native,500,算法2,
x86_64,O3_native,500,算法2_展开,
x86_64,O3_native,600,算法1,
x86_64,O3_native,600,算法1_展开,
x86_64,O3_native,600,算法2,
x86_64,O3_native,600,算法2_展开,
x86_64,O3_native,700,算法1,
x86_64,O3_native,700,算法1_展开,
x86_64,O3_native,700,算法2,
x86_64,O3_native,700,算法2_展开,
x86_64,O3_native,800,算法1,
x86_64,O3_native,800,算法1_展开,
x86_64,O3_native,800,算法2,
x86_64,O3_native,800,算法2_展开,
x86_64,O3_native,900,算法1,
x86_64,O3_native,900,算法1_展开,
x86_64,O3_native,900,算法2,
x86_64,O3_native,900,算法2_展开,
x86_64,O3_native,1000,算法1,
x86_64,O3_native,1000,算法1_展开,
x86_64,O3_native,1000,算法2,
x86_64,O3_native,1000,算法2_展开,
x86_64,O3_native,1100,算法1,
x86_64,O3_native,1100,算法1_展开,
x86_64,O3_native,1100,算法2,
x86_64,O3_native,1100,算法2_展开,
x86_64,O3_native,1200,算法1,
x86_64,O3_native,1200,算法1_展开,
x86_64,O3_native,1200,算法2,
x86_64,O3_native,1200,算法2_展开,
x86_64,O3_native,1300,算法1,
x86_64,O3_native,1300,算法1_展开,
x86_64,O3_native,1300,算法2,
x86_64,O3_native,1300,算法2_展开,
x86_64,O3_native,1400,算法1,
x86_64,O3_native,1400,算法1_展开,
x86_64,O3_native,1400,算法2,
x86_64,O3_native,1400,算法2_展开,
x86_64,O3_native,1500,算法1,
x86_64,O3_native,1500,算法1_展开,
x86_64,O3_native,1500,算法2,
x86_64,O3_native,1500,算法2_展开,
x86_64,O3_native,1600,算法1,
x86_64,O3_native,1600,算法1_展开,
x86_64,O3_native,1600,算法2,
x86_64,O3_native,1600,算法2_展开,
x86_64,O3_native,1700,算法1,
x86_64,O3_native,1700,算法1_展开,
x86_64,O3_native,1700,算法2,
x86_64,O3_native,1700,算法2_展开,
x86_64,O3_native,1800,算法1,
x86_64,O3_native,1800,算法1_展开,
x86_64,O3_native,1800,算法2,
x86_64,O3_native,1800,算法2_展开,
x86_64,O3_native,1900,算法1,
x86_64,O3_native,1900,算法1_展开,
x86_64,O3_native,1900,算法2,
x86_64,O3_native,1900,算法2_展开,
x86_64,O3_native,2000,算法1,
x86_64,O3_native,2000,算法1_展开,
x86_64,O3_native,2000,算法2,
x86_64,O3_native,2000,算法2_展开,
x86_64,O3_native,2100,算法1,
x86_64,O3_native,2100,算法1_展开,
x86_64,O3_native,2100,算法2,
x86_64,O3_native,2100,算法2_展开,
x86_64,O3_native,2200,算法1,
x86_64,O3_native,2200,算法1_展开,
x86_64,O3_native,2200,算法2,
x86_64,O3_native,2200,算法2_展开,
x86_64,O3_native,2300,算法1,
x86_64,O3_native,2300,算法1_展开,
x86_64,O3_native,2300,算法2,
x86_64,O3_native,2300,算法2_展开,
x86_64,O3_native,2400,算法1,
x86_64,O3_native,2400,算法1_展开,
x86_64,O3_native,2400,算法2,
x86_64,O3_native,2400,算法2_展开,
x86_64,O3_native,2500,算法1,
x86_64,O3_native,2500,算法1_展开,
x86_64,O3_native,2500,算法2,
x86_64,O3_native,2500,算法2_展开,
x86_64,O3_native,2600,算法1,
x86_64,O3_native,2600,算法1_展开,
x86_64,O3_native,2600,算法2,
x86_64,O3_native,2600,算法2_展开,
x86_64,O3_native,2700,算法1,
x86_64,O3_native,2700,算法1_展开,
x86_64,O3_native,2700,算法2,
x86_64,O3_native,2700,算法2_展开,
x86_64,O3_native,2800,算法1,
x86_64,O3_native,2800,算法1_展开,
x86_64,O3_native,2800,算法2,
x86_64,O3_native,2800,算法2_展开,
x86_64,O3_native,2900,算法1,
x86_64,O3_native,2900,算法1_展开,
x86_64,O3_native,2900,算法2,
x86_64,O3_native,2900,算法2_展开,
x86_64,O3_native,3000,算法1,
x86_64,O3_native,3000,算法1_展开,
x86_64,O3_native,3000,算法2,
x86_64,O3_native,3000,算法2_展开,
x86_64,O3_native,3100,算法1,
x86_64,O3_native,3100,算法1_展开,
x86_64,O3_native,3100,算法2,
x86_64,O3_native,3100,算法2_展开,
x86_64,O3_native,3200,算法1,
x86_64,O3_native,3200,算法1_展开,
x86_64,O3_native,3200,算法2,
x86_64,O3_native,3200,算法2_展开,
x86_64,O3_native,3300,算法1,
x86_64,O3_native,3300,算法1_展开,
x86_64,O3_native,3300,算法2,
x86_64,O3_native,3300,算法2_展开,
x86_64,O3_native,3400,算法1,
x86_64,O3_native,3400,算法1_展开,
x86_64,O3_native,3400,算法2,
x86_64,O3_native,3400,算法2_展开,
x86_64,O3_native,3500,算法1,
x86_64,O3_native,3500,算法1_展开,
x86_64,O3_native,3500,算法2,
x86_64,O3_native,3500,算法2_展开,
x86_64,O3_native,3600,算法1,
x86_64,O3_native,3600,算法1_展开,
x86_64,O3_native,3600,算法2,
x86_64,O3_native,3600,算法2_展开,
x86_64,O3_native,3700,算法1,
x86_64,O3_native,3700,算法1_展开,
x86_64,O3_native,3700,算法2,
x86_64,O3_native,3700,算法2_展开,
x86_64,O3_native,3800,算法1,
x86_64,O3_native,3800,算法1_展开,
x86_64,O3_native,3800,算法2,
x86_64,O3_native,3800,算法2_展开,
x86_64,O3_native,3900,算法1,
x86_64,O3_native,3900,算法1_展开,
x86_64,O3_native,3900,算法2,
x86_64,O3_native,3900,算法2_展开,
x86_64,O3_native,4000,算法1,
x86_64,O3_native,4000,算法1_展开,
x86_64,O3_native,4000,算法2,
x86_64,O3_native,4000,算法2_展开,
